       74
 -0.1606900000000000E+02 -0.2468600000000000E+02 -0.1009900000000000E+02
 -0.1636300000000000E+02 -0.2590300000000000E+02 -0.1052900000000000E+02
 -0.1583300000000000E+02 -0.2477700000000000E+02 -0.8768000000000001E+01
 -0.1633000000000000E+02 -0.2683000000000000E+02 -0.9513999999999999E+01
 -0.1598600000000000E+02 -0.2612000000000000E+02 -0.8342000000000001E+01
 -0.1555200000000000E+02 -0.2364300000000000E+02 -0.7998000000000000E+01
 -0.1512520930000000E+02 -0.2387263040000000E+02 -0.7027640500000000E+01
 -0.1556100000000000E+02 -0.2233400000000000E+02 -0.8362000000000000E+01
 -0.1549500000000000E+02 -0.2189100000000000E+02 -0.9605000000000000E+01
 -0.1532900000000000E+02 -0.2056300000000000E+02 -0.9563000000000001E+01
 -0.1527900000000000E+02 -0.2014100000000000E+02 -0.8212999999999999E+01
 -0.1543100000000000E+02 -0.2128000000000000E+02 -0.7478000000000000E+01
 -0.1556000000000000E+02 -0.1972100000000000E+02 -0.1064600000000000E+02
 -0.1582284140000000E+02 -0.1870683910000000E+02 -0.1037310250000000E+02
 -0.1559700000000000E+02 -0.2005000000000000E+02 -0.1201400000000000E+02
 -0.1554400000000000E+02 -0.1918300000000000E+02 -0.1312100000000000E+02
 -0.1597600000000000E+02 -0.2125100000000000E+02 -0.1376400000000000E+02
 -0.1586200000000000E+02 -0.2131700000000000E+02 -0.1244700000000000E+02
 -0.1578000000000000E+02 -0.1995600000000000E+02 -0.1422300000000000E+02
 -0.1645200000000000E+02 -0.2229600000000000E+02 -0.1451500000000000E+02
 -0.1706793450000000E+02 -0.2194859230000000E+02 -0.1533681360000000E+02
 -0.1647600000000000E+02 -0.2365700000000000E+02 -0.1423600000000000E+02
 -0.1684200000000000E+02 -0.2469900000000000E+02 -0.1512900000000000E+02
 -0.1641500000000000E+02 -0.2410900000000000E+02 -0.1296700000000000E+02
 -0.1672400000000000E+02 -0.2538500000000000E+02 -0.1297700000000000E+02
 -0.1681400000000000E+02 -0.2614800000000000E+02 -0.1182000000000000E+02
 -0.1735179240000000E+02 -0.2708688620000000E+02 -0.1188658810000000E+02
 -0.1584600000000000E+02 -0.2303200000000000E+02 -0.1129300000000000E+02
 -0.1700500000000000E+02 -0.2584000000000000E+02 -0.1429300000000000E+02
 -0.1736700000000000E+02 -0.2717800000000000E+02 -0.1463400000000000E+02
 -0.1784246920000000E+02 -0.2770920610000000E+02 -0.1380828630000000E+02
 -0.1720500000000000E+02 -0.2792600000000000E+02 -0.1589600000000000E+02
 -0.1670353820000000E+02 -0.2751108820000000E+02 -0.1676439870000000E+02
 -0.1756483730000000E+02 -0.2894785570000000E+02 -0.1598605610000000E+02
 -0.1580600000000000E+02 -0.2651900000000000E+02 -0.7029000000000000E+01
 -0.1629383600000000E+02 -0.2587735790000000E+02 -0.6294678200000000E+01
 -0.1508600000000000E+02 -0.2762500000000000E+02 -0.6526000000000000E+01
 -0.1452456550000000E+02 -0.2830063570000000E+02 -0.7162768200000000E+01
 -0.1505002930000000E+02 -0.2782186350000000E+02 -0.5456715700000000E+01
 -0.1700400000000000E+02 -0.2455900000000000E+02 -0.1663400000000000E+02
 -0.1608269410000000E+02 -0.2481256230000000E+02 -0.1717946000000000E+02
 -0.1778998200000000E+02 -0.2522860050000000E+02 -0.1700467690000000E+02
 -0.1727412890000000E+02 -0.2353570910000000E+02 -0.1691689770000000E+02
 -0.1661800000000000E+02 -0.2836700000000000E+02 -0.9654000000000000E+01
 -0.1570174180000000E+02 -0.2895229550000000E+02 -0.9820820299999999E+01
 -0.1708718730000000E+02 -0.2875888670000000E+02 -0.8744705700000001E+01
 -0.1728966130000000E+02 -0.2857487120000000E+02 -0.1049476730000000E+02
 -0.1544700000000000E+02 -0.2134500000000000E+02 -0.5937000000000000E+01
 -0.1635072820000000E+02 -0.2184086320000000E+02 -0.5557804600000000E+01
 -0.1458626300000000E+02 -0.2190285440000000E+02 -0.5542156600000000E+01
 -0.1541248430000000E+02 -0.2034160610000000E+02 -0.5501549300000000E+01
 -0.1581100000000000E+02 -0.1947100000000000E+02 -0.1574600000000000E+02
 -0.1496625060000000E+02 -0.1987480520000000E+02 -0.1632270520000000E+02
 -0.1672940920000000E+02 -0.1978961310000000E+02 -0.1625715190000000E+02
 -0.1575651570000000E+02 -0.1838031660000000E+02 -0.1581130910000000E+02
 -0.1526800000000000E+02 -0.1767800000000000E+02 -0.1314200000000000E+02
 -0.1581195880000000E+02 -0.1720097670000000E+02 -0.1396659600000000E+02
 -0.1563157590000000E+02 -0.1718498570000000E+02 -0.1223534440000000E+02
 -0.1509200000000000E+02 -0.1871500000000000E+02 -0.7649000000000000E+01
 -0.1550457710000000E+02 -0.1795281800000000E+02 -0.8320127200000000E+01
 -0.1562483080000000E+02 -0.1858550800000000E+02 -0.6699753400000000E+01
 -0.1380400000000000E+02 -0.1738000000000000E+02 -0.1329600000000000E+02
 -0.1345593680000000E+02 -0.1788576420000000E+02 -0.1420709370000000E+02
 -0.1323255390000000E+02 -0.1782362130000000E+02 -0.1247057320000000E+02
 -0.1357800000000000E+02 -0.1841900000000000E+02 -0.7435000000000000E+01
 -0.1311180980000000E+02 -0.1851758240000000E+02 -0.8420217800000000E+01
 -0.1314879420000000E+02 -0.1921585290000000E+02 -0.6811390500000000E+01
 -0.1314600000000000E+02 -0.1705700000000000E+02 -0.6844000000000000E+01
 -0.1344800000000000E+02 -0.1593100000000000E+02 -0.1341500000000000E+02
 -0.1237600000000000E+02 -0.1564100000000000E+02 -0.1394900000000000E+02
