0.908920778129, -40.487704792 
0.924305393514, -40.4934998384 
0.939690008899, -40.4985332977 
0.955074624283, -40.5028675157 
0.970459239668, -40.5065609528 
0.985843855053, -40.509665132 
1.00122847044, -40.5122285855 
1.01661308582, -40.5142965773 
1.03199770121, -40.515909945 
1.04738231659, -40.517107686 
1.06276693198, -40.517924243 
1.07815154736, -40.5183924911 
1.09353616274, -40.5185417912 
1.10892077813, -40.5183997595 
1.12430539351, -40.5179917381 
1.1396900089, -40.5173412108 
1.15507462428, -40.5164700295 
1.17045923967, -40.5153980313 
1.18584385505, -40.5141437325 
1.20122847044, -40.5127242764 
1.21661308582, -40.5111550827 
1.23199770121, -40.5094507281 
1.24738231659, -40.5076247072 
1.26276693198, -40.5056892569 
1.27815154736, -40.5036557938 
